id,passenger_name,age,gender,train_no,booking_type,source,destination,coach,seat_no,fare,travel_date,ticket_status,crowd_level
7497,Noah Smith,60,Male,17392,Tatkal,Navi Mumbai,Aurangabad,S2,71,829,8/9/2024,Cancelled,low
7498,Maya Brown,18,Genderqueer,17429,Counter,Navi Mumbai,Kolhapur,B2,70,788,12/26/2022,Cancelled,low
7499,Ishaan Garcia,45,Non-binary,17466,Direct,Navi Mumbai,Solapur,D1,19,776,3/12/2026,RAC,low
7500,Emma Lee,45,Male,17503,Direct,Navi Mumbai,Thane,A1,34,735,1/13/2023,Waiting,low
7501,Hana Khan,21,Genderfluid,17540,Direct,Navi Mumbai,Amravati,A1,71,839,9/28/2024,Waiting,low
7502,Eva Martin,46,Female,17577,Counter,Navi Mumbai,Jodhpur,A2,22,827,1/28/2023,RAC,low
7503,Aarav Santos,7,Male,17614,Direct,Navi Mumbai,Udaipur,B2,32,844,1/19/2025,Waiting,low
7504,Zara Patel,54,Non-binary,17651,Online,Navi Mumbai,Ajmer,S3,32,803,7/4/2022,RAC,low
7505,Daniel Lee,5,Genderqueer,17688,Tatkal,Navi Mumbai,Kota,A1,7,791,9/18/2024,Waiting,low
7506,Valeria Hassan,31,Polygender,17725,Online,Navi Mumbai,Bikaner,S3,36,895,4/17/2022,Waiting,low
7507,Kenji Kowalski,25,Agender,17762,Tatkal,Navi Mumbai,Alwar,D1,13,854,4/25/2026,RAC,low
7508,Maya Kowalski,7,Genderqueer,17799,Tatkal,Navi Mumbai,Varanasi,S3,6,958,4/24/2026,Waiting,low
7509,Ava Muller,12,Bigender,17836,Direct,Navi Mumbai,Prayagraj,B1,37,1004,3/25/2023,Waiting,medium
7510,Ava Hassan,73,Male,17873,Direct,Navi Mumbai,Agra,S1,37,876,10/17/2022,RAC,low
7511,Sofia Muller,71,Non-binary,17910,Tatkal,Navi Mumbai,Meerut,S3,53,951,1/26/2025,Confirmed,low
7512,Mei Lee,50,Female,17947,Direct,Navi Mumbai,Bareilly,D1,3,1026,2/26/2025,Confirmed,medium
7513,Ava Patel,7,Bigender,17984,Direct,Navi Mumbai,Gorakhpur,S1,70,1072,2/3/2023,RAC,medium
7514,Ava Ahmed,69,Male,18021,Tatkal,Navi Mumbai,Mathura,S1,40,1031,3/6/2024,Confirmed,medium
7515,Ananya Kowalski,23,Non-binary,18058,Direct,Navi Mumbai,Dehradun,S3,59,1077,1/15/2023,Waiting,medium
7516,Zara Sharma,77,Genderfluid,18095,Direct,Navi Mumbai,Haridwar,B1,28,1094,1/4/2026,Cancelled,medium
7517,Eva Brown,78,Polygender,18132,Online,Navi Mumbai,Amritsar,B1,60,1111,5/13/2025,Confirmed,medium
7518,Ethan Smith,52,Female,18169,Tatkal,Navi Mumbai,Ludhiana,S1,15,1128,2/17/2023,RAC,medium
7519,Hana Kowalski,39,Genderqueer,18206,Online,Navi Mumbai,Jalandhar,A2,12,1174,6/12/2025,Cancelled,medium
7520,Emma Rossi,50,Polygender,18243,Direct,Navi Mumbai,Patiala,S1,15,1133,2/19/2022,RAC,medium
7521,Olivia Singh,72,Polygender,18280,Tatkal,Navi Mumbai,Chandigarh,S3,50,1237,11/10/2025,Cancelled,medium
7522,Hana Kowalski,22,Bigender,18317,Counter,Navi Mumbai,Jammu,A2,23,1109,9/12/2024,RAC,medium
7523,Amina Hassan,23,Polygender,18354,Direct,Navi Mumbai,Srinagar,D1,31,1213,9/21/2025,RAC,medium
7524,Kenji Dubois,13,Polygender,18391,Online,Navi Mumbai,Raipur,S1,48,1172,6/5/2025,Waiting,medium
7525,Aarav Wilson,14,Agender,18428,Online,Navi Mumbai,Bilaspur,S1,38,1247,11/27/2025,RAC,medium
7526,Mateo Kim,17,Non-binary,18465,Counter,Navi Mumbai,Durg,S3,12,1148,10/28/2022,Waiting,medium
7527,Lucas Kowalski,24,Genderqueer,18502,Online,Navi Mumbai,Jabalpur,A2,22,1281,1/20/2025,Confirmed,medium
7528,Ava Martin,34,Agender,18539,Online,Navi Mumbai,Gwalior,S2,67,1269,9/27/2022,Confirmed,medium
7529,Lucas Lopez,5,Genderfluid,18576,Counter,Navi Mumbai,Ujjain,A2,14,1257,5/4/2026,RAC,medium
7530,Rohan Sharma,49,Female,18613,Counter,Navi Mumbai,Rewa,S3,53,1216,4/25/2025,Waiting,medium
7531,Lucas Dubois,16,Bigender,18650,Online,Navi Mumbai,Dhanbad,S3,38,1320,6/13/2025,Confirmed,medium
7532,Lucas Santos,50,Genderqueer,18687,Counter,Navi Mumbai,Asansol,S2,69,1337,6/26/2022,RAC,medium
7533,Mia Tanaka,66,Genderqueer,18724,Tatkal,Navi Mumbai,Jamshedpur,A2,37,1441,1/27/2025,Waiting,medium
7534,Zara Lopez,5,Polygender,18761,Online,Navi Mumbai,Tatanagar,S3,38,1429,1/13/2022,Cancelled,medium
7535,Noah Wilson,64,Bigender,18798,Online,Navi Mumbai,Gaya,S1,49,1301,5/24/2026,RAC,medium
7536,Ishaan Nakamura,27,Genderfluid,18835,Direct,Navi Mumbai,Muzaffarpur,S2,39,1521,2/14/2026,Confirmed,medium
7537,Aarav Nielsen,43,Male,18872,Counter,Navi Mumbai,Bhagalpur,S1,17,1480,2/27/2026,RAC,medium
7538,Yuki Patel,11,Bigender,18909,Direct,Navi Mumbai,Siliguri,S1,65,1468,8/19/2025,Confirmed,medium
7539,Daniel Martin,39,Polygender,18946,Online,Navi Mumbai,New Jalpaiguri,A2,11,1659,4/4/2024,Confirmed,medium
7540,Liam Santos,32,Polygender,18983,Direct,Navi Mumbai,Durgapur,A2,12,1502,1/9/2022,Confirmed,medium
7541,Sofia Martin,13,Genderqueer,19020,Direct,Navi Mumbai,Howrah,B1,11,1461,7/22/2022,Waiting,medium
7542,Emma Nielsen,14,Male,19057,Online,Navi Mumbai,Malda,D1,15,1449,4/18/2026,RAC,medium
7543,Mia Wilson,58,Bigender,19094,Online,Navi Mumbai,Panaji,S1,31,1495,1/15/2026,Waiting,medium
7544,Mia Brown,70,Female,19131,Counter,Amravati,Delhi,A2,8,1372,2/15/2026,RAC,medium
7545,Liam Silva,56,Bigender,19168,Online,Amravati,New Delhi,D1,16,1505,3/7/2024,RAC,medium
7546,Omar Hassan,20,Agender,19205,Direct,Amravati,Mumbai,D1,3,1435,7/29/2024,Waiting,medium
7547,Emma Nakamura,32,Male,19242,Direct,Amravati,Chennai,B2,64,1481,3/22/2023,Cancelled,medium
7548,Yuki Singh,11,Non-binary,19279,Direct,Amravati,Kolkata,A2,64,1498,8/24/2023,RAC,medium
7549,Amina Tanaka,47,Genderfluid,19316,Direct,Amravati,Bangalore,S1,58,1573,6/1/2023,Cancelled,medium
7550,Olivia Kim,50,Female,19353,Tatkal,Amravati,Hyderabad,A2,42,1590,1/8/2024,Cancelled,medium
7551,Sofia Khan,9,Polygender,19390,Direct,Amravati,Pune,B2,18,1462,9/13/2022,Confirmed,medium
7552,Ananya Ahmed,18,Bigender,19427,Tatkal,Amravati,Ahmedabad,D1,9,1624,3/22/2023,Cancelled,medium
7553,Amina Khan,13,Male,19464,Direct,Amravati,Jaipur,B2,63,1554,4/18/2026,Confirmed,medium
7554,Ishaan Tanaka,43,Genderfluid,19501,Tatkal,Amravati,Surat,A2,30,1542,8/7/2025,Waiting,medium
7555,Valeria Silva,45,Genderfluid,19538,Counter,Amravati,Lucknow,B1,32,1617,12/24/2024,Cancelled,medium
7556,Aarav Kowalski,66,Genderfluid,19575,Online,Amravati,Kanpur,S1,46,1605,4/15/2024,RAC,medium
7557,Mateo Khan,74,Genderfluid,19612,Online,Amravati,Nagpur,S2,57,1622,3/26/2022,Confirmed,medium
7558,Ava Kowalski,41,Genderqueer,19649,Tatkal,Amravati,Indore,S3,39,1639,3/27/2023,Confirmed,medium
7559,Eva Wilson,44,Polygender,19686,Counter,Amravati,Bhopal,B1,45,1656,12/4/2022,Waiting,medium
7560,Omar Kim,59,Bigender,19723,Online,Amravati,Patna,B2,36,1644,12/26/2025,RAC,medium
7561,Ishaan Kim,80,Genderfluid,19760,Online,Amravati,Ranchi,S3,3,1690,8/9/2024,Confirmed,medium
7562,Olivia Singh,54,Male,19797,Direct,Amravati,Bhubaneswar,B2,58,1852,9/13/2022,Confirmed,high
7563,Amelia Ahmed,12,Female,19834,Online,Amravati,Cuttack,A1,25,1753,12/3/2024,Cancelled,high
7564,Yuki Khan,16,Genderqueer,19871,Direct,Amravati,Puri,S3,47,1683,10/15/2022,Waiting,medium
7565,Liam Kowalski,16,Genderqueer,19908,Direct,Amravati,Rourkela,B1,48,1816,9/18/2022,RAC,high
7566,Ishaan Santos,68,Genderfluid,19945,Direct,Amravati,Sambalpur,B2,72,1862,1/4/2026,Waiting,high
7567,Mei Kim,62,Genderqueer,19982,Tatkal,Amravati,Guwahati,A1,71,1850,5/12/2024,RAC,high
7568,Omar Tanaka,63,Polygender,20019,Counter,Amravati,Dibrugarh,A2,8,1896,10/23/2023,Confirmed,high
7569,Mateo Lopez,32,Genderfluid,20056,Counter,Amravati,Agartala,S1,9,1884,10/21/2023,RAC,high
7570,Omar Hassan,46,Polygender,20093,Counter,Amravati,Silchar,S1,32,1872,2/27/2022,Cancelled,high
7571,Daniel Lopez,38,Polygender,20130,Online,Amravati,Visakhapatnam,A1,53,2063,11/12/2022,Confirmed,high
7572,Amelia Santos,65,Polygender,20167,Direct,Amravati,Vijayawada,S3,45,1993,3/3/2022,RAC,high
7573,Zara Chen,18,Female,20204,Counter,Amravati,Guntur,S3,11,1894,11/18/2025,Cancelled,high
7574,Mei Patel,68,Genderfluid,20241,Counter,Amravati,Tirupati,D1,39,1969,2/5/2026,Confirmed,high
7575,Olivia Rossi,17,Female,20278,Tatkal,Amravati,Rajahmundry,S2,38,2073,3/11/2022,Cancelled,high
7576,Zara Lopez,74,Genderqueer,20315,Online,Amravati,Warangal,S1,5,2003,12/30/2022,Cancelled,high
7577,Arjun Wilson,25,Non-binary,20352,Direct,Amravati,Nizamabad,B1,15,2049,3/4/2025,Confirmed,high
7578,Mateo Nakamura,6,Male,20389,Counter,Amravati,Coimbatore,B1,38,2095,6/2/2025,RAC,high
7579,Lucas Chen,12,Agender,20426,Counter,Amravati,Madurai,S1,65,2025,1/10/2024,Cancelled,high
7580,Mateo Chen,12,Genderqueer,20463,Tatkal,Amravati,Trichy,S3,4,2013,1/30/2024,RAC,high
7581,Kenji Lopez,49,Non-binary,20500,Direct,Amravati,Salem,B2,61,2001,3/5/2024,Waiting,high
7582,Eva Kowalski,62,Genderfluid,20537,Online,Amravati,Erode,A1,35,2018,9/3/2023,RAC,high
7583,Maya Rossi,27,Polygender,20574,Direct,Amravati,Tirunelveli,S2,65,2209,6/21/2024,Waiting,high
7584,Ananya Rao,70,Agender,20611,Online,Amravati,Thoothukudi,B2,49,2226,7/6/2025,RAC,high
7585,Amina Lee,65,Polygender,20648,Counter,Amravati,Vellore,B1,35,2127,4/18/2026,Cancelled,high
7586,Layla Kowalski,69,Female,20685,Direct,Amravati,Kochi,A2,3,2086,11/27/2023,Waiting,high
7587,Olivia Rossi,34,Bigender,20722,Tatkal,Amravati,Thiruvananthapuram,B2,32,2480,5/13/2024,RAC,high
7588,Hana Khan,30,Male,20759,Online,Amravati,Kozhikode,A2,72,2236,1/31/2024,Confirmed,high
7589,Hana Singh,43,Male,20796,Direct,Amravati,Thrissur,D1,66,2224,9/22/2025,RAC,high
7590,Emma Ahmed,15,Agender,20833,Tatkal,Amravati,Kollam,A1,71,2183,8/15/2023,Confirmed,high
7591,Aarav Garcia,62,Bigender,20870,Online,Amravati,Mysore,S2,37,2200,1/8/2026,RAC,high
7592,Eva Tanaka,28,Bigender,20907,Counter,Amravati,Mangalore,A1,44,2304,11/7/2025,Waiting,high
7593,Hana Garcia,25,Genderfluid,20944,Counter,Amravati,Hubli,B2,1,2205,2/27/2023,RAC,high
7594,Ethan Sharma,49,Non-binary,20981,Counter,Amravati,Belgaum,A1,29,2280,7/5/2023,RAC,high
7595,Omar Muller,49,Agender,21018,Direct,Amravati,Davangere,B1,1,2355,1/15/2026,Confirmed,high
7596,Noah Rao,39,Bigender,21055,Counter,Amravati,Vadodara,S3,3,2343,4/12/2025,Confirmed,high
7597,Mia Ahmed,63,Genderqueer,21092,Direct,Amravati,Rajkot,B2,50,2302,4/14/2026,Cancelled,high
7598,Noah Tanaka,55,Polygender,21129,Online,Amravati,Jamnagar,A1,52,2377,9/9/2022,RAC,high
7599,Amina Patel,43,Agender,21166,Direct,Amravati,Bhavnagar,B1,37,2423,7/8/2025,Confirmed,high
7600,Arjun Nielsen,38,Bigender,21203,Counter,Amravati,Gandhinagar,S1,17,2498,11/20/2023,Waiting,high
7601,Lucas Brown,34,Polygender,21240,Tatkal,Amravati,Nashik,S1,43,2370,10/8/2023,Confirmed,high
7602,Arjun Sharma,56,Male,21277,Tatkal,Amravati,Aurangabad,A2,16,103,9/8/2023,RAC,low
7603,Mateo Nielsen,27,Polygender,21314,Direct,Amravati,Kolhapur,A1,33,2462,9/5/2025,Confirmed,high
7604,Hana Ahmed,56,Non-binary,21351,Direct,Amravati,Solapur,B2,36,2450,3/25/2022,Cancelled,high
7605,Lucas Kowalski,73,Genderfluid,21388,Online,Amravati,Thane,A1,8,2409,5/25/2024,RAC,high
7606,Maya Singh,35,Bigender,21425,Tatkal,Amravati,Navi Mumbai,A2,62,200,8/24/2025,Confirmed,low
7607,Aarav Patel,61,Polygender,21462,Online,Amravati,Jodhpur,B1,57,101,7/4/2025,Waiting,low
7608,Lucas Martin,65,Non-binary,21499,Counter,Amravati,Udaipur,A2,38,118,10/31/2024,Confirmed,low
7609,Lucas Chen,26,Genderqueer,21536,Tatkal,Amravati,Ajmer,A2,54,2477,6/18/2022,Cancelled,high
7610,Hana Smith,13,Female,21573,Online,Amravati,Kota,S1,50,2465,7/13/2024,Confirmed,high
7611,Nora Muller,10,Genderfluid,21610,Tatkal,Amravati,Bikaner,A1,28,169,7/26/2022,Confirmed,low
7612,Ethan Rossi,64,Agender,21647,Counter,Amravati,Alwar,S2,53,128,1/16/2025,Confirmed,low
7613,Eva Garcia,57,Genderqueer,21684,Counter,Amravati,Varanasi,B1,56,232,4/21/2024,Confirmed,low
7614,Sofia Tanaka,7,Genderqueer,21721,Tatkal,Amravati,Prayagraj,S2,32,278,3/12/2024,Cancelled,low
7615,Olivia Garcia,55,Genderfluid,21758,Counter,Amravati,Agra,S3,8,150,3/2/2023,RAC,low
7616,Mateo Chen,42,Bigender,21795,Online,Amravati,Meerut,S3,47,225,11/16/2024,Waiting,low
7617,Zara Brown,74,Genderqueer,21832,Tatkal,Amravati,Bareilly,D1,69,300,7/25/2022,Confirmed,low
7618,Eva Smith,31,Non-binary,21869,Tatkal,Amravati,Gorakhpur,S1,33,346,10/26/2022,RAC,low
7619,Layla Hassan,52,Bigender,21906,Tatkal,Amravati,Mathura,S3,72,305,5/21/2025,RAC,low
7620,Ananya Garcia,29,Bigender,21943,Online,Amravati,Dehradun,B2,61,351,3/4/2025,Confirmed,low
7621,Kenji Rossi,38,Female,21980,Tatkal,Amravati,Haridwar,A2,52,368,2/27/2024,RAC,low
7622,Olivia Muller,10,Bigender,22017,Tatkal,Amravati,Amritsar,B2,59,385,1/30/2024,RAC,low
7623,Leo Ahmed,62,Non-binary,22054,Tatkal,Amravati,Ludhiana,S3,50,402,9/20/2023,Waiting,low
7624,Noah Lopez,68,Polygender,22091,Direct,Amravati,Jalandhar,B1,6,448,5/23/2025,RAC,low
7625,Amina Lopez,72,Non-binary,22128,Tatkal,Amravati,Patiala,S2,34,407,11/22/2023,Confirmed,low
7626,Valeria Muller,24,Polygender,22165,Direct,Amravati,Chandigarh,S3,16,511,1/27/2023,Confirmed,low
7627,Ethan Wilson,38,Male,22202,Tatkal,Amravati,Jammu,S1,54,383,6/23/2022,Confirmed,low
7628,Aarav Wilson,17,Male,22239,Direct,Amravati,Srinagar,B1,57,487,12/24/2023,RAC,low
7629,Daniel Muller,44,Male,22276,Tatkal,Amravati,Raipur,A2,61,446,1/29/2023,Confirmed,low
7630,Zara Silva,70,Non-binary,22313,Online,Amravati,Bilaspur,B1,63,521,9/17/2024,Cancelled,low
7631,Mei Nakamura,30,Genderqueer,22350,Tatkal,Amravati,Durg,D1,36,422,4/7/2023,RAC,low
7632,Rohan Wilson,29,Genderfluid,22387,Online,Amravati,Jabalpur,S2,29,555,4/18/2022,Waiting,low
7633,Yuki Hassan,20,Male,22424,Counter,Amravati,Gwalior,S2,65,543,2/27/2025,RAC,low
7634,Valeria Muller,54,Non-binary,22461,Direct,Amravati,Ujjain,D1,63,531,12/13/2022,RAC,low
7635,Amina Silva,17,Polygender,22498,Tatkal,Amravati,Rewa,S1,72,490,1/14/2026,RAC,low
7636,Mateo Lopez,55,Bigender,22535,Online,Amravati,Dhanbad,B1,6,594,9/9/2022,Confirmed,low
7637,Ethan Nakamura,73,Male,22572,Tatkal,Amravati,Asansol,S3,63,611,6/30/2022,Waiting,low
7638,Kenji Nielsen,29,Non-binary,22609,Tatkal,Amravati,Jamshedpur,B1,34,715,1/11/2023,Confirmed,low
7639,Leo Martin,50,Non-binary,22646,Online,Amravati,Tatanagar,B2,41,703,9/7/2022,Waiting,low
7640,Yuki Hassan,44,Genderqueer,22683,Tatkal,Amravati,Gaya,S1,43,575,2/3/2025,RAC,low
7641,Sofia Tanaka,58,Female,22720,Counter,Amravati,Muzaffarpur,A1,53,795,9/16/2024,Confirmed,low
7642,Noah Singh,7,Agender,22757,Online,Amravati,Bhagalpur,B1,34,754,9/10/2023,Waiting,low
7643,Ananya Khan,56,Male,22794,Tatkal,Amravati,Siliguri,A2,39,742,12/19/2024,RAC,low
7644,Amelia Lopez,28,Male,22831,Counter,Amravati,New Jalpaiguri,S1,24,933,3/12/2026,Waiting,low
7645,Yuki Brown,80,Polygender,22868,Online,Amravati,Durgapur,D1,69,776,2/2/2022,RAC,low
7646,Eva Santos,26,Bigender,22905,Online,Amravati,Howrah,S2,58,735,9/16/2024,Confirmed,low
7647,Ananya Khan,9,Agender,22942,Tatkal,Amravati,Malda,A1,48,723,12/9/2022,Cancelled,low
7648,Ishaan Khan,25,Female,22979,Counter,Amravati,Panaji,B2,15,769,8/28/2025,Waiting,low
7649,Olivia Santos,33,Non-binary,23016,Tatkal,Jodhpur,Delhi,B1,25,720,9/18/2023,Cancelled,low
7650,Liam Martin,25,Non-binary,23053,Online,Jodhpur,New Delhi,S1,64,853,12/8/2024,Cancelled,low
7651,Yuki Brown,67,Female,23090,Direct,Jodhpur,Mumbai,B1,52,783,12/25/2024,Cancelled,low
7652,Amelia Santos,11,Agender,23127,Tatkal,Jodhpur,Chennai,A2,27,829,10/3/2025,Confirmed,low
7653,Nora Kowalski,68,Non-binary,23164,Online,Jodhpur,Kolkata,D1,3,846,7/27/2024,Cancelled,low
7654,Lucas Smith,15,Genderfluid,23201,Counter,Jodhpur,Bangalore,A1,30,921,1/15/2024,Cancelled,low
7655,Ava Rao,44,Polygender,23238,Counter,Jodhpur,Hyderabad,A1,67,938,2/27/2026,Confirmed,low
7656,Mei Lopez,76,Bigender,23275,Counter,Jodhpur,Pune,S3,42,810,8/26/2022,Waiting,low
7657,Ishaan Santos,66,Female,23312,Tatkal,Jodhpur,Ahmedabad,B2,43,972,4/8/2026,Waiting,medium
7658,Arjun Chen,51,Genderqueer,23349,Counter,Jodhpur,Jaipur,B1,67,902,2/9/2026,Waiting,low
7659,Kenji Tanaka,51,Bigender,23386,Tatkal,Jodhpur,Surat,A1,36,890,1/20/2025,Confirmed,low
7660,Noah Silva,31,Polygender,23423,Counter,Jodhpur,Lucknow,B2,10,965,4/10/2025,Waiting,low
7661,Mei Lee,31,Bigender,23460,Direct,Jodhpur,Kanpur,D1,47,953,7/21/2024,Cancelled,low
7662,Ishaan Khan,23,Polygender,23497,Counter,Jodhpur,Nagpur,S3,40,970,11/19/2023,RAC,low
7663,Amelia Santos,77,Genderfluid,23534,Online,Jodhpur,Indore,B2,61,987,12/8/2023,RAC,medium
7664,Yuki Muller,65,Bigender,23571,Tatkal,Jodhpur,Bhopal,D1,4,1004,3/7/2024,Waiting,medium
7665,Hana Dubois,15,Non-binary,23608,Online,Jodhpur,Patna,D1,43,992,8/10/2022,Waiting,medium
7666,Mia Dubois,7,Polygender,23645,Counter,Jodhpur,Ranchi,A1,55,1038,6/8/2025,Waiting,medium
7667,Emma Smith,47,Non-binary,23682,Online,Jodhpur,Bhubaneswar,S3,24,1200,5/16/2022,Waiting,medium
7668,Mia Silva,45,Agender,23719,Direct,Jodhpur,Cuttack,S1,28,1101,2/10/2024,RAC,medium
7669,Olivia Kowalski,48,Non-binary,23756,Tatkal,Jodhpur,Puri,S1,18,1031,11/25/2023,Confirmed,medium
7670,Olivia Singh,7,Female,23793,Tatkal,Jodhpur,Rourkela,A1,13,1164,3/3/2024,Cancelled,medium
7671,Aarav Brown,36,Bigender,23830,Counter,Jodhpur,Sambalpur,B1,23,1210,6/29/2023,RAC,medium
7672,Noah Garcia,66,Non-binary,23867,Direct,Jodhpur,Guwahati,S2,28,1198,5/7/2024,Cancelled,medium
7673,Lucas Nakamura,30,Agender,23904,Counter,Jodhpur,Dibrugarh,A2,5,1244,9/21/2023,Confirmed,medium
7674,Ishaan Muller,31,Genderqueer,23941,Counter,Jodhpur,Agartala,S3,29,1232,8/16/2025,RAC,medium
7675,Mateo Kowalski,48,Agender,23978,Tatkal,Jodhpur,Silchar,S3,16,1220,11/25/2023,RAC,medium
7676,Ananya Singh,5,Genderqueer,24015,Counter,Jodhpur,Visakhapatnam,D1,18,1411,12/11/2024,Waiting,medium
7677,Mia Lee,25,Polygender,24052,Tatkal,Jodhpur,Vijayawada,A1,48,1341,5/6/2026,Waiting,medium
7678,Noah Lopez,8,Female,24089,Direct,Jodhpur,Guntur,S3,30,1242,8/28/2023,RAC,medium
7679,Maya Garcia,69,Polygender,24126,Direct,Jodhpur,Tirupati,S3,72,1317,8/12/2023,Confirmed,medium
7680,Sofia Nakamura,9,Agender,24163,Online,Jodhpur,Rajahmundry,A2,65,1421,3/29/2025,Cancelled,medium
7681,Mei Lee,77,Female,24200,Online,Jodhpur,Warangal,S1,12,1351,5/22/2022,Waiting,medium
7682,Daniel Wilson,58,Non-binary,24237,Online,Jodhpur,Nizamabad,B2,69,1397,10/25/2024,Confirmed,medium
7683,Layla Chen,73,Polygender,24274,Direct,Jodhpur,Coimbatore,A2,29,1443,3/17/2024,Cancelled,medium
7684,Amina Kim,25,Male,24311,Tatkal,Jodhpur,Madurai,A1,65,1373,1/22/2023,Cancelled,medium
7685,Olivia Singh,11,Female,24348,Tatkal,Jodhpur,Trichy,B2,6,1361,2/24/2025,Confirmed,medium
7686,Arjun Smith,31,Genderqueer,24385,Online,Jodhpur,Salem,A1,7,1349,3/2/2023,Cancelled,medium
7687,Noah Rossi,49,Polygender,24422,Online,Jodhpur,Erode,A1,13,1366,3/12/2025,Waiting,medium
7688,Aarav Nielsen,55,Male,24459,Online,Jodhpur,Tirunelveli,S1,32,1557,11/1/2023,Waiting,medium
7689,Eva Lee,14,Female,24496,Counter,Jodhpur,Thoothukudi,B2,12,1574,2/27/2026,RAC,medium
7690,Omar Hassan,50,Polygender,24533,Direct,Jodhpur,Vellore,D1,31,1475,11/12/2022,Cancelled,medium
7691,Amelia Garcia,64,Male,24570,Online,Jodhpur,Kochi,B1,18,1434,5/22/2024,Cancelled,medium
7692,Arjun Rossi,7,Bigender,24607,Direct,Jodhpur,Thiruvananthapuram,B1,25,1828,12/19/2023,Cancelled,high
7693,Sofia Brown,71,Bigender,24644,Direct,Jodhpur,Kozhikode,S2,29,1584,12/28/2024,Confirmed,medium
7694,Maya Ahmed,12,Bigender,24681,Counter,Jodhpur,Thrissur,D1,24,1572,12/19/2023,RAC,medium
7695,Ananya Rossi,45,Female,24718,Counter,Jodhpur,Kollam,A2,16,1531,10/12/2023,Waiting,medium
7696,Mia Rao,73,Bigender,24755,Online,Jodhpur,Mysore,S2,32,1548,2/18/2024,RAC,medium
7697,Omar Rao,76,Genderfluid,24792,Counter,Jodhpur,Mangalore,S1,30,1652,7/26/2025,RAC,medium
7698,Olivia Martin,39,Non-binary,24829,Counter,Jodhpur,Hubli,S3,21,1553,5/19/2023,Waiting,medium
7699,Nora Sharma,14,Genderfluid,24866,Tatkal,Jodhpur,Belgaum,A1,14,1628,4/3/2022,Cancelled,medium
7700,Arjun Nakamura,7,Bigender,24903,Counter,Jodhpur,Davangere,S1,27,1703,5/23/2022,Waiting,medium
7701,Emma Garcia,55,Agender,24940,Tatkal,Jodhpur,Vadodara,S1,40,1691,1/7/2023,RAC,medium
7702,Ethan Wilson,71,Male,24977,Counter,Jodhpur,Rajkot,D1,64,1650,10/16/2025,Cancelled,medium
7703,Mateo Santos,77,Agender,25014,Tatkal,Jodhpur,Jamnagar,S2,53,1725,5/20/2022,Confirmed,high
7704,Eva Rao,27,Bigender,25051,Online,Jodhpur,Bhavnagar,A1,38,1771,4/24/2026,Waiting,high
7705,Arjun Patel,12,Female,25088,Tatkal,Jodhpur,Gandhinagar,S1,69,1846,12/16/2023,Confirmed,high
7706,Ethan Dubois,69,Male,25125,Online,Jodhpur,Nashik,A2,24,1718,5/31/2023,RAC,medium
7707,Ava Kowalski,34,Male,25162,Direct,Jodhpur,Aurangabad,A1,64,1851,2/19/2026,Waiting,high
7708,Valeria Wilson,53,Agender,25199,Direct,Jodhpur,Kolhapur,D1,13,1810,4/2/2026,RAC,high
7709,Daniel Tanaka,36,Female,25236,Counter,Jodhpur,Solapur,A2,57,1798,3/24/2025,Cancelled,high
7710,Layla Sharma,27,Polygender,25273,Counter,Jodhpur,Thane,S3,58,1757,5/21/2024,Waiting,high
7711,Liam Garcia,69,Genderqueer,25310,Tatkal,Jodhpur,Navi Mumbai,A1,62,1948,7/25/2023,Waiting,high
7712,Ananya Smith,6,Male,25347,Tatkal,Jodhpur,Amravati,S2,21,1878,10/7/2023,Cancelled,high
7713,Mateo Kowalski,31,Genderfluid,25384,Tatkal,Jodhpur,Udaipur,S2,65,1866,8/1/2024,Confirmed,high
7714,Arjun Sharma,20,Agender,25421,Tatkal,Jodhpur,Ajmer,A1,54,1825,1/7/2023,Confirmed,high
7715,Nora Nielsen,77,Male,25458,Counter,Jodhpur,Kota,D1,23,1813,9/20/2023,Cancelled,high
7716,Rohan Muller,64,Genderfluid,25495,Direct,Jodhpur,Bikaner,A1,23,1917,11/19/2022,Waiting,high
7717,Ananya Lopez,72,Polygender,25532,Tatkal,Jodhpur,Alwar,S1,62,1876,10/23/2025,Cancelled,high
7718,Zara Rossi,38,Agender,25569,Direct,Jodhpur,Varanasi,B2,57,1980,3/2/2023,Cancelled,high
7719,Daniel Ahmed,71,Agender,25606,Counter,Jodhpur,Prayagraj,A2,5,2026,3/13/2026,Cancelled,high
7720,Arjun Rossi,73,Bigender,25643,Counter,Jodhpur,Agra,A1,8,1898,9/29/2022,RAC,high
7721,Ethan Ahmed,77,Female,25680,Counter,Jodhpur,Meerut,S3,37,1973,12/13/2022,Waiting,high
7722,Ethan Hassan,69,Agender,25717,Direct,Jodhpur,Bareilly,D1,43,2048,6/1/2022,Waiting,high
7723,Ishaan Wilson,79,Genderqueer,25754,Tatkal,Jodhpur,Gorakhpur,S1,40,2094,12/20/2025,Confirmed,high
7724,Ananya Khan,27,Genderqueer,25791,Direct,Jodhpur,Mathura,A1,24,2053,12/21/2023,Cancelled,high
7725,Sofia Lopez,33,Agender,25828,Tatkal,Jodhpur,Dehradun,S1,34,2099,9/6/2023,RAC,high
7726,Leo Brown,47,Bigender,25865,Tatkal,Jodhpur,Haridwar,S1,20,2116,8/2/2024,Cancelled,high
